Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
Estimated Visits,Domain,Traffic share,Change,Global Rank,Avg. Visit Duration,Pages / Visit,Bounce Rate,AdSense
1123640,scikit-learn.org,0.024843193%,17.85%,"35,961",00:05:51,3.19,50.50%,
1123640,scikit-learn.org,0.024843193%,17.85%,"35,961",00:05:51,3.19,50.50%,
685898,learningcatalytics.com,0.024065498%,19.08%,"47,231",00:07:52,4.59,16.59%,
1349093,wesleyan.edu,0.023897552%,-5.89%,"20,694",00:02:43,2.85,47.93%,
932345,greenville.k12.sc.us,0.023889665%,-23.67%,"20,788",00:02:35,2.68,39.48%,
581601,mylunchmoney.com,0.023565494%,-20.73%,"27,717",00:04:32,8.23,10.44%,
639906,sproutonline.com,0.023518327%,-6.98%,"29,360",00:12:39,10.25,26.62%,
752131,arcademics.com,0.023385589%,12.96%,"41,099",00:06:50,5.20,33.01%,Yes
763527,ccc.edu,0.023335304%,-0.93%,"33,831",00:03:49,3.44,47.88%,
2459606,umkc.edu,0.023236859%,4.84%,"13,366",00:02:52,2.54,47.92%,
2232253,unlv.edu,0.023058139%,2.51%,"11,534",00:02:42,3.42,47.25%,
1079690,getty.edu,0.022967150%,3.75%,"29,429",00:02:59,3.61,49.58%,
579761,staffmeup.com,0.022564917%,-2.50%,"45,380",00:04:34,5.19,37.91%,Yes
Estimated Visits,du.edu,0.022551393%,8.91%,16,753,00:02:51,3.14,47.54%,
568865,zinch.com,0.022206880%,0.18%,"42,374",00:05:56,5.49,38.12%,
3538958,fullsail.edu,0.022085340%,1.39%,"8,228",00:03:57,4.22,44.27%,
652949,iste.org,0.021802154%,-5.29%,"48,461",00:02:51,3.16,49.74%,
538406,myonlinelogin.com,0.021759495%,-12.22%,"34,438",00:09:43,10.97,6.58%,
577265,mylexia.com,0.021710516%,20.25%,"38,057",00:07:44,9.74,15.39%,
554777,driversed.com,0.021618460%,5.89%,"49,111",00:09:56,4.91,36.54%,
1643650,memphis.edu,0.021186165%,9.00%,"16,013",00:03:32,3.37,47.92%,
530180,ihsa.org,0.021151637%,91.48%,"71,080",00:04:55,7.34,24.17%,
2098543,unr.edu,0.021143599%,15.62%,"15,027",00:02:58,3.29,49.74%,
560264,creativecircle.com,0.020956507%,10.81%,"55,015",00:03:42,3.87,34.13%,
582611,startuphire.com,0.020955282%,6.90%,"52,082",00:02:52,4.18,49.10%,Yes
528121,biguniverse.com,0.020721939%,2.65%,"29,598",00:09:42,16.23,11.19%,
508353,careers.lowes.com,0.020488603%,-13.74%,"44,495",00:03:43,4.43,10.97%,
702981,jblearning.com,0.020444468%,-0.43%,"30,967",00:02:36,3.01,48.99%,
4210510,suny.edu,0.019058335%,19.19%,"4,448",00:06:49,4.61,37.68%,
851327,manhattangmat.com,0.018953844%,20.01%,"26,218",00:11:55,15.44,50.17%,
520212,wsfcs.k12.nc.us,0.018949772%,3.89%,"54,828",00:02:46,3.24,50.55%,
894769,ccsf.edu,0.018890388%,4.79%,"25,323",00:03:58,4.57,43.63%,
1856026,careers.accenture.com,0.018754253%,-4.00%,"15,773",00:05:32,7.65,27.16%,
Estimated Visits,npsd.k12.wi.us,0.018744718%,-20.00%,39,125,00:01:32,1.02,66.48%,
468184,careers.walgreens.com,0.018170394%,-15.31%,"48,441",00:04:40,4.67,19.55%,
737645,jobs.af,0.018162427%,-25.76%,"36,461",00:06:41,3.10,37.99%,Yes
450192,realestateexpress.com,0.018062984%,7.98%,"30,425",00:15:52,21.04,44.08%,
767164,att.jobs,0.017927270%,-5.85%,"30,343",00:02:37,3.24,37.22%,
454330,loudoun.k12.va.us,0.017810211%,0.46%,"58,023",00:02:46,4.19,38.94%,
453313,ged.com,0.017703361%,-12.32%,"45,577",00:06:50,6.07,25.55%,
951134,idrivesafely.com,0.017689083%,7.83%,"18,571",00:23:47,23.61,28.12%,
679205,krop.com,0.017386985%,3.38%,"40,106",00:02:50,6.16,42.32%,
1541781,bucknell.edu,0.017288748%,10.68%,"23,893",00:03:40,3.31,47.49%,
829734,jobs.jnj.com,0.017180955%,-4.04%,"35,985",00:03:42,5.20,38.16%,
446776,careers.boozallen.com,0.016908739%,7.87%,"64,286",00:03:33,5.51,49.34%,
642994,davis.k12.ut.us,0.016825260%,-8.94%,"37,262",00:02:46,3.24,44.60%,
449546,unigo.com,0.016303204%,0.99%,"54,575",00:04:58,4.96,48.51%,
899980,emerson.edu,0.016300496%,16.11%,"37,412",00:02:33,2.81,48.88%,
954978,careers.jpmorgan.com,0.016272722%,38.51%,"41,401",00:03:39,4.06,32.89%,
397197,funrun.com,0.015994730%,5.49%,"47,214",00:06:51,12.21,25.23%,
1262935,teamworkonline.com,0.015962022%,1.11%,"22,250",00:03:50,3.18,34.67%,Yes
1596023,efinancialcareers.com,0.015515301%,-0.82%,"23,583",00:03:42,7.15,15.40%,Yes
385403,testeachersonline.com,0.015484302%,5.89%,"58,992",00:12:43,8.24,17.67%,
459894,zondle.com,0.015151840%,34.76%,"71,770",00:08:34,6.20,12.63%,
Estimated Visits,prenhall.com,0.015147702%,8.68%,11,767,00:00:52,1.37,81.84%,
521806,plymouth.edu,0.014718439%,10.98%,"55,207",00:06:52,5.83,45.47%,
974376,wes.org,0.014704538%,0.55%,"24,444",00:06:49,9.38,22.45%,
456630,goanimate4schools.com,0.014682921%,36.79%,"70,764",00:07:50,6.48,23.32%,
359271,yadkin.k12.nc.us,0.014549514%,7.72%,"59,973",00:03:31,5.99,44.47%,
360435,local.sears.com,0.014455379%,38.98%,"78,390",00:03:37,5.63,26.18%,
422976,infohio.org,0.014407567%,22.83%,"69,696",00:03:32,3.47,18.50%,
353661,dailyfitlog.com,0.014392982%,82.23%,"101,230",00:03:49,5.41,11.43%,
406838,mathworksheetsland.com,0.014318928%,2.61%,"44,675",00:02:38,6.98,35.51%,Yes
1158213,bentley.edu,0.014234499%,4.19%,"26,060",00:02:34,2.99,47.65%,
441961,saic.edu,0.014155133%,12.67%,"68,691",00:03:40,3.85,44.12%,
555257,ciee.org,0.013997669%,-10.59%,"49,295",00:04:42,4.37,37.79%,
356893,ptcfast.com,0.013965472%,105.89%,"95,852",00:05:34,8.81,21.84%,
632143,ncat.edu,0.013942470%,-0.51%,"36,476",00:03:33,3.35,43.57%,
896298,spsu.edu,0.013892013%,23.85%,"42,439",00:02:58,3.09,49.10%,
352373,townsendpress.net,0.013838354%,-17.65%,"37,814",00:19:35,15.88,7.23%,
348134,myskillstutor.com,0.013834437%,-23.39%,"50,643",00:15:32,7.32,13.10%,
407386,fun4thebrain.com,0.013687156%,-14.07%,"60,261",00:04:51,3.34,43.93%,Yes
459978,nccu.edu,0.013570183%,-14.15%,"57,021",00:03:43,2.77,44.14%,
334465,publicschoolworks.com,0.013448564%,-13.64%,"26,005",00:12:39,33.38,12.21%,
493583,jobs.problogger.net,0.013157166%,-0.47%,"62,931",00:02:58,3.20,48.98%,Yes
445780,jobs.nike.com,0.013097369%,-14.36%,"57,095",00:02:48,4.28,35.62%,
929250,tntech.edu,0.013001460%,14.23%,"34,032",00:02:52,2.55,50.67%,
3854457,dajie.com,0.012975854%,-7.15%,"6,249",00:04:39,4.66,48.63%,
Estimated Visits,jobs.citi.com,0.012967749%,-9.09%,72,179,00:02:11,2.55,60.02%,
681267,pacific.edu,0.012954811%,4.17%,"44,198",00:02:50,3.43,48.90%,
658296,uclaextension.edu,0.012835272%,-9.82%,"42,575",00:03:46,5.47,41.06%,
321715,careers.verizon.com,0.012642119%,-22.50%,"61,844",00:13:42,6.15,17.41%,
311963,jobs.myflorida.com,0.012500549%,-9.31%,"52,223",00:06:54,9.44,33.01%,
309406,utcssa.net,0.012450759%,8.82%,"82,084",00:03:35,4.05,45.97%,
1366580,alljobs.co.il,0.012442146%,-10.59%,"18,353",00:07:38,5.69,21.98%,
1247562,jobmaster.co.il,0.012174409%,-11.70%,"14,089",00:08:56,12.12,25.14%,
526299,cfnc.org,0.012014669%,8.00%,"39,742",00:03:37,4.81,20.86%,
1238393,clarkson.edu,0.011990240%,26.61%,"26,550",00:02:36,2.82,50.31%,
376157,workingus.com,0.011959615%,-6.44%,"58,014",00:05:53,6.49,34.62%,Yes
364010,gleim.com,0.011950314%,6.60%,"38,610",00:20:53,26.04,25.53%,
297378,frontrush.com,0.011873936%,-3.15%,"59,142",00:07:53,9.33,43.85%,
343647,fossweb.com,0.011844218%,1.54%,"58,521",00:06:50,8.57,27.90%,
296791,manpower.us,0.011589379%,-6.27%,"79,347",00:03:48,4.07,25.43%,
818830,belmont.edu,0.011470588%,28.62%,"43,231",00:02:56,3.92,48.10%,
290004,collegecentral.com,0.011383604%,-11.35%,"79,116",00:02:50,3.56,34.79%,
704776,englishforeveryone.org,0.011370903%,-11.35%,"39,416",00:02:54,3.54,37.86%,Yes
379141,hvcc.edu,0.011368910%,-15.03%,"38,464",00:03:43,3.36,37.25%,
279980,jobcenterofwisconsin.com,0.011302335%,3.12%,"58,050",00:10:34,12.58,13.67%,
Estimated Visits,uchospitals.edu,0.011296635%,21.48%,57,827,00:02:16,2.19,64.91%,
328523,codehs.com,0.011225847%,23.24%,"71,235",00:13:52,11.85,28.37%,
692531,jefferson.edu,0.011130583%,17.70%,"46,704",00:02:42,3.89,39.68%,
733388,bradley.edu,0.011033460%,17.37%,"44,942",00:02:48,3.20,45.17%,
361038,famu.edu,0.011016414%,-7.53%,"60,448",00:02:48,2.54,47.70%,
541158,cnu.edu,0.010939690%,38.88%,"55,053",00:02:43,2.73,50.78%,
708160,loyola.edu,0.010926438%,18.24%,"44,328",00:03:56,3.53,44.93%,
302505,jobs.gm.com,0.010891241%,6.79%,"88,608",00:02:52,5.01,47.30%,
371011,neok12.com,0.010859610%,-6.51%,"69,418",00:02:49,2.97,49.07%,
424365,ksde.org,0.010679823%,11.58%,"48,195",00:02:47,2.82,47.91%,
735829,nmu.edu,0.010616303%,39.05%,"36,149",00:03:50,5.89,46.44%,
958526,ewu.edu,0.010537640%,11.11%,"35,417",00:02:55,2.58,50.24%,
773228,up.edu,0.010460288%,16.38%,"44,706",00:02:57,2.72,49.81%,
315464,respondus.com,0.010455379%,-35.60%,"63,827",00:03:31,3.14,23.20%,
1656485,ttuhsc.edu,0.010432381%,15.43%,"22,823",00:03:39,4.16,45.18%,
830906,astate.edu,0.010409893%,-10.84%,"29,741",00:02:47,2.76,43.48%,
710396,bridgew.edu,0.010381405%,19.37%,"30,874",00:02:50,2.64,29.04%,
335302,usmleworld.com,0.010378887%,-20.64%,"56,555",00:03:41,5.20,40.18%,
1380971,teachscape.com,0.010250785%,10.70%,"18,259",00:02:34,2.99,35.38%,
892295,bard.edu,0.010102260%,15.63%,"39,515",00:02:32,2.86,46.07%,
578884,teksystems.com,0.010099098%,2.76%,"47,617",00:02:34,3.57,42.22%,
261287,kindercare.com,0.010066195%,-7.17%,"96,177",00:02:38,2.67,49.61%,
1115542,frostburg.edu,0.010053453%,7.73%,"39,006",00:02:45,2.94,36.76%,
Estimated Visits,campusclarity.com,0.010049591%,-12.05%,94,642,00:09:30,5.62,11.99%,
262221,tickettoread.com,0.010044572%,15.78%,"96,986",00:07:54,4.23,17.76%,
521584,duq.edu,0.010009576%,19.98%,"55,558",00:02:33,3.69,50.33%,
246366,hlww.k12.mn.us,0.009952607%,7.27%,"130,055",00:03:32,2.79,37.80%,
257252,jobsatcu.com,0.009944874%,21.13%,"102,137",00:04:41,5.79,49.96%,
767360,drake.edu,0.009823989%,45.11%,"39,164",00:03:41,3.73,44.60%,
287481,jjc.edu,0.009788992%,12.31%,"97,929",00:03:32,3.18,49.98%,
242078,louisianaworks.net,0.009734716%,-14.87%,"46,801",00:17:51,19.74,4.93%,
1300854,conversationexchange.com,0.009725969%,-4.05%,"21,387",00:04:32,5.92,47.40%,Yes
249836,onforce.com,0.009660440%,23.26%,"95,239",00:07:53,6.69,10.49%,
352169,balfour.com,0.009631221%,19.42%,"63,396",00:02:34,2.67,33.43%,
238534,piedmont.k12.ca.us,0.009533328%,37.49%,"135,154",00:03:44,4.20,40.28%,
2009207,daad.de,0.009493756%,160.40%,"17,030",00:05:31,7.32,29.60%,
244485,shadowshopper.com,0.009491853%,-20.81%,"65,414",00:07:57,5.89,33.72%,
500251,hope.edu,0.009370413%,-6.21%,"51,038",00:02:48,3.25,47.66%,
492382,brockport.edu,0.009365677%,6.91%,"47,450",00:02:48,2.67,47.97%,
886240,liu.edu,0.009338574%,-7.37%,"29,321",00:02:59,4.24,40.70%,
239720,myopenmath.com,0.009198786%,-5.45%,"48,711",00:22:46,24.39,9.67%,
234189,selectstaffing.com,0.009170716%,-3.59%,"79,787",00:09:43,6.88,24.62%,
231813,workplacelikehome.com,0.009148384%,-12.11%,"84,498",00:13:44,7.44,11.58%,
227047,scouttrack.com,0.009104100%,-5.22%,"58,485",00:09:42,15.50,11.26%,
Estimated Visits,kellyservices.us,0.009101994%,-22.16%,102,989,00:01:44,1.97,51.78%,
220635,jobs.mo.gov,0.008949470%,-13.82%,"81,854",00:05:40,5.39,29.75%,
243768,crsd.org,0.008945208%,-7.76%,"90,408",00:02:43,3.48,45.96%,
287741,edcc.edu,0.008925974%,9.12%,"89,899",00:02:36,2.77,45.20%,
609187,hibrain.net,0.008851025%,-5.77%,"38,147",00:03:39,7.71,29.42%,
643977,jobs.gecareers.com,0.008814448%,-7.76%,"41,627",00:02:45,4.24,38.00%,
219491,deltamath.com,0.008675809%,18.43%,"128,492",00:07:31,3.56,15.59%,
464580,wooster.edu,0.008494460%,31.25%,"80,162",00:03:36,2.93,40.79%,
220864,strengthsquest.com,0.008435094%,-23.42%,"29,710",00:11:54,49.28,12.86%,
280585,barry.edu,0.008433563%,2.11%,"83,283",00:02:41,3.16,42.72%,
761116,truman.edu,0.008432075%,9.24%,"32,133",00:02:48,3.11,29.46%,
1475702,kanoon.ir,0.008401027%,12.59%,"20,272",00:09:31,7.70,29.57%,
851712,gonzaga.edu,0.008395980%,23.27%,"40,833",00:02:40,3.07,49.71%,
320828,roosevelt.edu,0.008296574%,11.09%,"73,462",00:03:58,3.51,37.87%,
1016683,drushim.co.il,0.008289069%,15.54%,"26,702",00:06:41,6.07,26.51%,Yes
202911,bradtraverse.com,0.008244305%,17.15%,"119,436",00:06:51,5.72,5.80%,
232771,brainfuse.com,0.008192083%,16.98%,"87,782",00:08:35,5.49,17.55%,
467126,msoe.edu,0.008158451%,16.75%,"66,222",00:03:53,4.99,39.09%,
394813,hacc.edu,0.008100500%,23.92%,"48,659",00:03:46,3.27,45.41%,
738647,careers.un.org,0.008086299%,1.43%,"38,473",00:04:39,5.69,28.08%,
2634603,goethe.de,0.008071458%,5.82%,"10,153",00:03:36,3.77,50.26%,
Estimated Visits,lesley.edu,0.008064506%,7.52%,58,496,00:02:48,2.93,55.99%,
212245,ed2010.com,0.008037539%,9.49%,"130,725",00:02:47,4.07,43.29%,Yes
212978,laborready.com,0.008004073%,31.56%,"124,913",00:03:43,4.00,43.82%,
300499,careers.bloomberg.com,0.007955575%,0.28%,"85,970",00:08:38,6.13,18.43%,
299449,ptcas.org,0.007940848%,9.86%,"59,577",00:03:59,4.07,49.54%,
300736,pvamu.edu,0.007887332%,-9.72%,"61,259",00:02:52,2.74,45.68%,
7704937,ox.ac.uk,0.007866738%,-29.22%,"4,175",00:03:33,3.66,43.84%,
442807,bellevue.edu,0.007849773%,-2.42%,"44,681",00:02:42,2.79,47.78%,
211709,hippocampus.org,0.007842630%,0.85%,"107,281",00:02:45,3.10,39.14%,
196568,connect4education.org,0.007818249%,1.32%,"59,454",00:19:51,39.05,15.91%,
248087,dadsworksheets.com,0.007813901%,-16.24%,"71,447",00:02:38,6.61,26.86%,Yes
319171,rider.edu,0.007801908%,10.04%,"84,359",00:02:53,2.92,48.37%,
195545,osaa.org,0.007799320%,58.51%,"142,468",00:05:44,7.73,19.95%,
206587,xpmath.com,0.007790501%,14.10%,"135,188",00:03:59,3.68,46.49%,Yes
361639,kettering.edu,0.007741477%,73.67%,"105,866",00:02:38,3.20,41.86%,
347865,brandman.edu,0.007740213%,0.35%,"74,957",00:02:53,2.70,50.10%,
503952,ccisd.net,0.007732984%,-9.28%,"39,950",00:02:39,4.72,41.05%,
351741,udallas.edu,0.007721535%,17.18%,"65,405",00:02:57,2.96,49.80%,
492934,bergen.edu,0.007695992%,-17.01%,"39,865",00:02:59,2.92,46.00%,
190488,21things4students.net,0.007677363%,-22.51%,"97,982",00:07:53,4.37,31.19%,
829843,mylanguageexchange.com,0.007643856%,,"27,830",00:05:43,9.22,45.34%,
480376,canyons.edu,0.007642774%,12.90%,"48,479",00:02:54,2.75,40.40%,
191136,nfhslearn.com,0.007631370%,-21.56%,"90,708",00:09:33,5.60,19.54%,
Estimated Visits,mun.ca,0.007631005%,49.73%,12,309,00:01:16,1.74,80.62%,
483775,us.jobs,0.007609470%,-8.99%,"48,442",00:03:56,5.23,48.00%,
664594,verbling.com,0.007592859%,0.48%,"44,475",00:03:42,3.81,40.83%,
201743,onlineaha.org,0.007481349%,-3.00%,"85,024",00:10:57,8.48,21.54%,
624713,mousecity.com,0.007448060%,20.07%,"55,702",00:09:42,3.60,39.42%,Yes
2631795,indeed.ca,0.007446687%,-3.44%,"9,655",00:07:59,5.23,13.71%,Yes
213269,aplusmath.com,0.007364510%,-7.92%,"86,260",00:02:41,4.77,45.03%,Yes
238967,fcusd.org,0.007268930%,11.97%,"97,190",00:02:54,3.71,38.52%,
239974,imsa.com,0.007268258%,10.12%,"92,237",00:03:39,3.30,35.54%,
208189,uiw.edu,0.007140433%,-16.07%,"112,012",00:02:35,2.74,45.22%,
471778,shoreline.edu,0.007137038%,0.08%,"70,094",00:03:34,4.24,46.50%,
284175,juilliard.edu,0.007136010%,4.43%,"84,124",00:02:55,3.57,43.40%,
335350,careers.chevron.com,0.007129577%,1.46%,"80,478",00:02:36,4.55,23.27%,
176095,nysaves.org,0.007128034%,4.59%,"94,814",00:04:56,9.38,11.55%,
184069,netsmartzkids.org,0.007110917%,-12.44%,"91,541",00:07:48,6.00,29.81%,
177353,manhattanjobs.com,0.007098296%,7.64%,"139,701",00:03:41,3.98,16.47%,
416010,usi.edu,0.007060203%,-15.42%,"48,543",00:02:48,2.82,48.62%,
281256,jobs.emc.com,0.007058254%,13.73%,"108,918",00:02:37,3.62,45.02%,
4036773,ucas.com,0.007046571%,50.92%,"5,019",00:03:52,2.93,27.45%,Yes
446461,midwestern.edu,0.007009835%,10.16%,"71,025",00:02:53,3.27,45.24%,
Estimated Visits,localsaver.com,0.007008450%,3.70%,140,173,00:01:48,1.89,62.29%,
259576,mtsd.k12.wi.us,0.006995503%,0.33%,"85,534",00:04:38,3.70,23.58%,
171518,jobsinme.com,0.006904486%,17.47%,"115,108",00:06:35,9.53,32.77%,Yes
258863,cocc.edu,0.006904428%,42.52%,"87,563",00:02:51,2.57,40.92%,
171198,goodfoodjobs.com,0.006853344%,18.97%,"166,230",00:05:31,3.70,26.05%,
173607,careers.staples.com,0.006841867%,-16.88%,"105,843",00:03:32,4.72,13.72%,
203113,nols.edu,0.006792096%,9.92%,"115,877",00:04:57,4.97,32.94%,
971030,career.hm.com,0.006743111%,-11.03%,"21,431",00:06:38,9.13,24.19%,
255340,ccm.edu,0.006733670%,7.13%,"64,028",00:02:44,3.05,37.08%,
287300,cnusd.k12.ca.us,0.006696397%,-2.37%,"87,953",00:02:39,3.30,43.86%,
168236,minnesotaworks.net,0.006679831%,-14.91%,"73,330",00:10:33,16.64,14.11%,
395801,sheboygan.k12.wi.us,0.006672685%,-11.08%,"35,396",00:02:54,4.12,26.20%,
163921,beschool.org,0.006671989%,79.68%,"62,865",00:02:41,37.93,32.65%,
166621,theaet.com,0.006625764%,0.63%,"81,392",00:16:41,16.77,12.64%,
2813343,mcgill.ca,0.006621618%,-15.24%,"8,040",00:02:52,5.52,50.84%,
214463,careers.netapp.com,0.006592897%,-12.93%,"73,649",00:04:56,8.68,34.38%,
565921,une.edu,0.006536711%,0.65%,"36,736",00:02:48,2.99,48.72%,
258260,carthage.edu,0.006525574%,23.04%,"97,742",00:03:59,3.24,44.39%,
160670,berkeleytime.com,0.006525466%,255.88%,"259,320",00:08:45,12.84,9.37%,
159032,ihsaa.org,0.006428184%,96.83%,"207,079",00:03:49,6.33,18.57%,
225266,rmu.edu,0.006400508%,32.77%,"128,348",00:02:44,2.62,42.55%,
192418,naspa.org,0.006336227%,14.40%,"134,128",00:02:47,2.86,50.57%,
Estimated Visits,resumegig.com,0.006335076%,-23.47%,88,870,00:07:36,7.66,39.23%,
250635,smusd.org,0.006331565%,-6.79%,"95,912",00:02:52,3.64,44.01%,
169734,testingmom.com,0.006313052%,11.52%,"99,567",00:06:36,9.13,50.00%,
470238,ahima.org,0.006298026%,-25.73%,"52,199",00:05:37,3.08,40.98%,
168613,eharcourtschool.com,0.006294602%,7.13%,"91,866",00:07:42,17.10,17.91%,
154325,wd7.org,0.006281523%,-44.11%,"126,679",00:02:45,3.47,50.00%,
267114,epals.com,0.006279724%,-6.00%,"63,766",00:07:37,11.48,18.95%,
181382,coursesaver.com,0.006267983%,-4.83%,"105,027",00:07:48,5.41,44.70%,
166909,smsu.edu,0.006141113%,24.13%,"186,416",00:02:54,4.12,43.15%,
235763,eckerd.edu,0.006081882%,50.97%,"116,602",00:04:32,3.80,48.10%,
216360,pcclassesonline.com,0.006075326%,-7.94%,"104,922",00:03:39,3.94,32.91%,
157947,goalbookapp.com,0.006050102%,4.01%,"105,820",00:05:43,9.65,40.93%,
200211,tmcc.edu,0.006024563%,-2.75%,"112,244",00:03:35,4.32,44.87%,
159505,bookadventure.com,0.006024527%,-19.55%,"84,096",00:07:43,10.60,24.29%,
278619,otterbein.edu,0.006008173%,9.30%,"88,854",00:03:49,2.91,37.49%,
859053,unjobs.org,0.006002880%,9.03%,"34,360",00:03:53,4.73,44.60%,Yes
202673,mercy.edu,0.005979515%,-3.41%,"67,392",00:03:52,9.20,40.02%,
222841,coolworks.com,0.005968058%,-0.30%,"108,299",00:04:57,5.02,35.78%,Yes
150956,ukfcu.org,0.005948084%,-6.33%,"123,075",00:04:41,6.20,5.04%,
165006,jsums.edu,0.005927562%,-10.64%,"89,865",00:02:56,2.53,47.54%,
202749,mills.edu,0.005887470%,-1.26%,"103,352",00:02:47,5.62,50.09%,
174929,myngconnect.com,0.005882419%,-2.49%,"113,848",00:05:39,4.68,16.78%,
Estimated Visits,coacht.com,0.005882329%,15.29%,134,552,00:05:25,6.66,25.78%,Yes
151105,mycnajobs.com,0.005878079%,-17.46%,"103,911",00:05:34,5.08,41.81%,
227811,jobs.akamai.com,0.005843829%,28.23%,"118,039",00:02:35,4.30,39.88%,
175996,husd.org,0.005828191%,-19.35%,"102,267",00:02:33,3.95,50.58%,
176647,mathjobs.org,0.005814615%,98.82%,"153,382",00:08:56,10.57,22.05%,
152343,mygradebook.com,0.005751309%,36.41%,"125,680",00:03:42,10.92,14.78%,
